instance_id,bin_capacity,bins_array,method,time_taken
79,106,4,BestCase,1.670000000023042e-07
80,110,1,BestCase,1.670000000023042e-07
80,110,2,BestCase,1.670000000023042e-07
80,110,4,BestCase,1.670000000023042e-07
81,114,1,BestCase,1.669999999953653e-07
81,114,2,BestCase,1.669999999953653e-07
81,114,4,BestCase,1.669999999953653e-07
82,118,1,BestCase,1.6600000000283055e-07
82,118,2,BestCase,1.6600000000283055e-07
82,118,4,BestCase,1.6600000000283055e-07
83,122,1,BestCase,1.6599999999589166e-07
83,122,2,BestCase,1.6599999999589166e-07
83,122,4,BestCase,1.6599999999589166e-07
84,126,1,BestCase,1.670000000023042e-07
84,126,2,BestCase,1.670000000023042e-07
84,126,4,BestCase,1.670000000023042e-07
85,130,1,BestCase,1.669999999953653e-07
85,130,2,BestCase,1.669999999953653e-07
85,130,4,BestCase,1.669999999953653e-07
86,134,1,BestCase,1.670000000023042e-07
86,134,2,BestCase,1.670000000023042e-07
86,134,4,BestCase,1.670000000023042e-07
87,138,1,BestCase,1.669999999953653e-07
87,138,2,BestCase,1.669999999953653e-07
87,138,4,BestCase,1.669999999953653e-07
88,142,1,BestCase,1.670000000023042e-07
88,142,2,BestCase,1.670000000023042e-07
88,142,4,BestCase,1.670000000023042e-07
89,146,1,BestCase,1.6599999999589166e-07
89,146,2,BestCase,1.6599999999589166e-07
89,146,4,BestCase,1.6599999999589166e-07
90,150,1,BestCase,1.6600000000283055e-07
90,150,2,BestCase,1.6600000000283055e-07
90,150,4,BestCase,1.6600000000283055e-07
91,154,1,BestCase,1.669999999953653e-07
91,154,2,BestCase,1.669999999953653e-07
91,154,4,BestCase,1.669999999953653e-07
92,158,1,BestCase,1.670000000023042e-07
92,158,2,BestCase,1.670000000023042e-07
92,158,4,BestCase,1.670000000023042e-07
93,162,1,BestCase,1.2499999999665556e-07
93,162,2,BestCase,1.2499999999665556e-07
93,162,4,BestCase,1.2499999999665556e-07
94,166,1,BestCase,1.670000000023042e-07
94,166,2,BestCase,1.670000000023042e-07
94,166,4,BestCase,1.670000000023042e-07
